"Y" "X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11" "X12" "X13" "X14" "X15" "X16" "X17" "X18" "X19" "X20" "X21" "X22" "X23" "X24" "X25" "X26" "X27" "X28" "X29" "X30" "X31" "X32" "X33" "X34" "X35" "X36" "X37" "X38" "X39" "X40" "X41" "X42" "X43" "X44" "X45" "X46" "X47" "X48" "X49" "X50" "X51" "X52" "X53" "X54" "X55" "X56" "X57" "X58" "X59" "X60" "X61" "X62" "X63" "X64" "X65" "X66" "X67" "X68" "X69" "X70" "X71" "X72" "X73" "X74" "X75" "X76" "X77" "X78" "X79" "X80" "X81" "X82" "X83" "X84" "X85" "X86" "X87" "X88" "X89" "X90" "X91" "X92" "X93" "X94" "X95" "X96" "X97" "X98" "X99" "X100"
2 0 0 0 0 0 0 0 0 0 0 0 0.006 0.006 0.01 0.004 0.008 0.004 0.006 0.006 0 0 0.007 0.008 0.01 0.006 0.006 0.009 0.009 0.004 0 0 0.004 0.01 0.005 0.009 0.004 0.007 0.011 0.007 0 0 0.008 0.008 0.011 0.009 0.003 0.01 0.009 0.006 0 0 0.005 0.007 0.008 0.015 0.01 0.019 0.005 0.008 0 0 0.007 0.01 0.009 0.015 0.012 0.008 0.008 0.008 0 0 0.01 0.011 0.014 0.007 0.008 0.014 0.006 0.003 0 0 0.004 0.009 0.013 0.005 0.011 0.003 0.004 0.004 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0.004 0.006 0.009 0.008 0.005 0.002 0 0 0 0 0.013 0.008 0.007 0.008 0.006 0.006 0.001 0 0 0.006 0.01 0.003 0.002 0.001 0.01 0.012 0.007 0 0 0.011 0.012 0.001 0 0 0.001 0.007 0.009 0 0 0.009 0.011 0 0 0 0 0.016 0.014 0 0 0.005 0.015 0.01 0.002 0.001 0.006 0.013 0.009 0 0 0 0.008 0.008 0.009 0.006 0.007 0.011 0.001 0 0 0 0.001 0.003 0.005 0.007 0.002 0.001 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0.002 0.001 0 0 0 0 0 0.008 0.009 0.012 0.009 0.014 0.006 0 0 0 0.005 0.004 0.009 0.011 0.01 0.006 0.009 0.002 0 0.001 0.009 0.012 0.005 0 0 0.007 0.012 0.008 0 0.001 0.005 0.012 0 0 0 0 0.016 0.007 0.004 0.002 0.007 0.012 0 0 0 0 0.002 0.011 0 0.001 0.014 0.012 0.007 0 0 0.007 0.006 0.012 0 0 0.002 0.013 0.01 0.008 0.01 0.012 0.013 0.005 0 0 0 0.003 0.017 0.007 0.014 0.014 0.001 0 0 0 0 0 0 0.003 0.003 0 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0.006 0.008 0.007 0.006 0 0 0 0 0.002 0.01 0.008 0.006 0.006 0.011 0.008 0.002 0 0 0.007 0.016 0.004 0 0.001 0.005 0.014 0.003 0 0 0.011 0.009 0.004 0 0 0.002 0.008 0.009 0 0 0.009 0.004 0.002 0 0 0.002 0.005 0.009 0 0 0.005 0.01 0.005 0 0 0.005 0.012 0.003 0 0 0 0.008 0.012 0.007 0.015 0.01 0.006 0 0 0 0 0.003 0.006 0.011 0.004 0.009 0.001 0 0 0 0 0 0 0 0 0 0 0 0
3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002 0.004 0.001 0 0 0 0 0.001 0.001 0.008 0.01 0.011 0.016 0 0 0 0.001 0.01 0.015 0.008 0.007 0.011 0.009 0.001 0 0.005 0.014 0.007 0.007 0.01 0.011 0.012 0.001 0 0.001 0.004 0.011 0.007 0.011 0.011 0.007 0.009 0 0 0 0 0.002 0.014 0.008 0.009 0.011 0.011 0.014 0 0 0 0 0 0.001 0.009 0.008 0.013 0.009 0 0 0 0 0 0 0 0.001 0.001 0 0 0 0 0 0 0 0 0 0 0 0
3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001 0.006 0.002 0 0 0 0 0 0.002 0.004 0.009 0.01 0.01 0 0 0 0 0.002 0.008 0.006 0.013 0.006 0.008 0 0 0.004 0.01 0.011 0.009 0.01 0.003 0.01 0.001 0 0 0.003 0.008 0.006 0.018 0.012 0.007 0.009 0.002 0 0 0 0.002 0.009 0.013 0.01 0.008 0.021 0.006 0 0 0 0 0 0.002 0.012 0.01 0.007 0.014 0 0 0 0 0 0 0 0 0.001 0.002 0 0 0 0 0 0 0 0 0 0 0
3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002 0.002 0.003 0 0 0 0 0 0 0.002 0.009 0.009 0.011 0.011 0.001 0 0 0.003 0.006 0.01 0.007 0.009 0.011 0.003 0.001 0.001 0.005 0.009 0.006 0.009 0.006 0.012 0.008 0.003 0 0.001 0.011 0.008 0.011 0.01 0.013 0.008 0.005 0.001 0 0 0 0.004 0.012 0.009 0.008 0.006 0.017 0.008 0 0 0 0 0 0.004 0.009 0.014 0.01 0.007 0 0 0 0 0 0 0.001 0.001 0.004 0 0 0 0 0 0 0 0 0 0 0 0
2 0 0 0 0 0 0 0 0 0 0 0 0 0.003 0.004 0.006 0.007 0.001 0.003 0.001 0 0 0.002 0.008 0.004 0.009 0.011 0.009 0.007 0.005 0 0 0.003 0.015 0.011 0.01 0.013 0.012 0.007 0.003 0 0 0.008 0.009 0.015 0.013 0.015 0.004 0.007 0.003 0 0 0.004 0.008 0.014 0.007 0.013 0.008 0.011 0.005 0 0 0.001 0.008 0.01 0.008 0.008 0.01 0.011 0.001 0 0 0.002 0.006 0.007 0.012 0.003 0.013 0.01 0.007 0 0 0 0.007 0.004 0.003 0.005 0.006 0.002 0.001 0 0 0 0 0 0 0 0 0 0 0
3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.005 0.005 0.002 0 0 0 0 0 0.005 0.007 0.008 0.013 0.01 0.002 0 0 0.003 0.005 0.008 0.006 0.015 0.006 0.008 0.001 0 0.007 0.01 0.006 0.01 0.017 0.011 0.01 0.004 0 0.001 0.002 0.012 0.012 0.009 0.012 0.007 0.005 0.001 0 0 0 0.003 0.003 0.014 0.009 0.013 0.008 0.013 0.001 0 0 0 0.001 0.004 0.012 0.006 0.007 0.013 0 0 0 0 0 0 0 0.004 0.003 0.002 0 0 0 0 0 0 0 0 0 0 0
3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001 0.003 0 0 0 0 0 0 0.001 0.015 0.012 0.008 0.011 0 0 0 0.003 0.004 0.008 0.008 0.01 0.022 0.007 0 0 0.003 0.012 0.009 0.013 0.009 0.012 0.008 0 0 0.001 0.007 0.007 0.014 0.013 0.014 0.005 0.008 0.004 0 0 0 0 0.01 0.008 0.004 0.009 0.01 0.007 0 0 0 0 0 0.003 0.008 0.008 0.009 0.013 0.001 0 0 0 0 0 0 0.001 0.003 0.002 0 0 0 0 0 0 0 0 0 0 0
3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001 0.005 0.001 0 0 0 0 0 0.002 0.01 0.012 0.005 0.011 0.001 0 0 0.001 0.012 0.011 0.012 0.016 0.014 0.003 0.002 0 0.008 0.014 0.008 0.014 0.009 0.01 0.006 0.002 0 0 0.008 0.006 0.004 0.011 0.013 0.008 0.007 0.005 0 0 0 0.003 0.008 0.008 0.011 0.018 0.011 0.009 0.001 0 0 0 0 0.001 0.006 0.003 0.007 0.009 0 0 0 0 0 0 0 0.002 0.002 0.003 0 0 0 0 0 0 0 0 0 0 0
2 0 0 0 0 0 0 0 0 0 0 0 0 0.001 0 0 0.001 0.004 0.002 0 0 0 0.002 0.012 0.012 0.005 0.01 0.009 0.018 0.002 0 0 0.001 0.014 0.01 0.011 0.009 0.008 0.012 0.003 0 0 0.002 0.016 0.012 0.004 0.017 0.013 0.007 0 0 0 0.007 0.01 0.01 0.01 0.013 0.009 0.014 0 0 0 0.001 0.01 0.013 0.012 0.01 0.01 0.009 0.001 0 0 0.005 0.008 0.012 0.009 0.012 0.015 0.015 0.001 0 0 0 0.004 0.002 0.002 0.004 0.001 0.003 0 0 0 0 0 0 0 0 0 0 0 0
3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001 0.003 0 0 0 0 0 0 0.005 0.009 0.01 0.009 0.011 0 0 0 0 0.009 0.006 0.009 0.009 0.01 0.002 0.002 0 0.007 0.01 0.009 0.008 0.009 0.012 0.007 0.003 0 0.001 0.004 0.007 0.003 0.015 0.006 0.017 0.01 0.001 0 0 0 0.001 0.008 0.016 0.015 0.012 0.01 0.009 0.001 0 0 0 0 0.003 0.007 0.01 0.006 0.007 0.002 0 0 0 0 0 0 0.002 0.004 0.001 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0.003 0.002 0.01 0.009 0.01 0.003 0 0 0 0.007 0.009 0.012 0.012 0.008 0.008 0.009 0.004 0 0.001 0.009 0.009 0.01 0.008 0.009 0.006 0.012 0.009 0.001 0.005 0.008 0.007 0.002 0 0 0.001 0.014 0.012 0.008 0.011 0.009 0.008 0 0 0 0 0.011 0.01 0.007 0.01 0.005 0.012 0 0 0 0 0.005 0.01 0.016 0.007 0.008 0.008 0.001 0 0 0.001 0.011 0.007 0.01 0.003 0.012 0.012 0.01 0.009 0.008 0.01 0.008 0.013 0.001 0 0.006 0.008 0.008 0.007 0.008 0.006 0.01 0.002 0 0 0 0.004 0.005 0.006 0.013 0.006 0.002 0 0
1 0 0 0 0.01 0.007 0.001 0.005 0.001 0 0 0 0.002 0.011 0.008 0.005 0.004 0.011 0.011 0.003 0 0.002 0.008 0.008 0.019 0.01 0.007 0.007 0.009 0.011 0 0.004 0.013 0.014 0.002 0 0 0.001 0.008 0.013 0.004 0.007 0.011 0.01 0 0 0 0 0.009 0.012 0.005 0.006 0.013 0.009 0 0 0 0 0.005 0.007 0.007 0.004 0.009 0.008 0.002 0 0 0.004 0.01 0.009 0.001 0 0.011 0.009 0.015 0.006 0.008 0.008 0.011 0.01 0 0 0.001 0.017 0.013 0.005 0.011 0.009 0.012 0.004 0 0 0 0 0.007 0.006 0.006 0.005 0 0 0
2 0 0 0 0 0 0 0 0 0 0 0 0.005 0.007 0.002 0.006 0.006 0.005 0.004 0.002 0 0 0.003 0.008 0.008 0.012 0.013 0.011 0.011 0.002 0 0 0.001 0.01 0.009 0.009 0.004 0.015 0.006 0.005 0 0 0.005 0.009 0.012 0.014 0.01 0.016 0.013 0.007 0 0 0.007 0.013 0.008 0.011 0.007 0.01 0.009 0.006 0 0 0.002 0.013 0.007 0.009 0.007 0.013 0.008 0.008 0 0 0.001 0.008 0.011 0.014 0.012 0.005 0.012 0.005 0 0 0.003 0.005 0.004 0.005 0.003 0.003 0.006 0.001 0 0 0 0 0 0 0 0 0 0 0
3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002 0.002 0.001 0 0 0 0 0 0.002 0.007 0.005 0.007 0.017 0.001 0 0 0.004 0.006 0.008 0.014 0.011 0.009 0.007 0 0.001 0.002 0.011 0.012 0.017 0.006 0.011 0.009 0.002 0 0 0.006 0.015 0.009 0.012 0.007 0.012 0.005 0.001 0 0 0 0 0.011 0.004 0.014 0.007 0.013 0.015 0 0 0 0 0 0.004 0.007 0.007 0.011 0.017 0 0 0 0 0 0 0 0 0.001 0.001 0 0 0 0 0 0 0 0 0 0 0
2 0 0 0 0 0 0 0 0 0 0 0 0.001 0.004 0.004 0.006 0.005 0.009 0.006 0.003 0 0 0.005 0.014 0.007 0.012 0.008 0.013 0.016 0.004 0 0 0.006 0.007 0.008 0.011 0.01 0.004 0.007 0.004 0 0 0.003 0.01 0.008 0.012 0.006 0.014 0.014 0.006 0 0 0.005 0.013 0.014 0.007 0.015 0.006 0.006 0.005 0 0 0.007 0.009 0.014 0.011 0.011 0.005 0.009 0.004 0 0 0.007 0.01 0.005 0.005 0.011 0.012 0.005 0.006 0 0 0.002 0.002 0.004 0.005 0.004 0.003 0.003 0.002 0 0 0 0 0 0 0 0 0 0 0
3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.004 0.005 0.011 0 0 0 0 0 0.006 0.005 0.01 0.011 0.008 0.005 0 0 0.004 0.01 0.013 0.006 0.009 0.011 0.007 0.002 0.002 0.008 0.008 0.006 0.013 0.012 0.016 0.008 0.005 0 0.001 0.006 0.014 0.009 0.005 0.013 0.01 0.008 0.005 0 0 0 0.006 0.01 0.009 0.01 0.008 0.011 0.013 0.003 0 0 0 0.001 0.004 0.007 0.009 0.01 0.011 0.003 0 0 0 0 0 0 0.003 0.004 0.005 0 0 0 0 0 0 0 0 0 0 0
2 0 0 0 0 0 0 0 0 0 0 0 0.002 0.004 0.008 0.002 0.001 0.003 0.002 0.001 0 0 0.006 0.01 0.018 0.008 0.009 0.008 0.007 0.003 0 0 0.009 0.008 0.014 0.013 0.01 0.015 0.012 0.004 0 0 0.003 0.006 0.01 0.009 0.005 0.011 0.007 0.002 0 0 0.002 0.015 0.008 0.014 0.016 0.006 0.008 0.005 0 0 0.008 0.004 0.007 0.009 0.007 0.007 0.013 0.005 0 0 0.005 0.016 0.014 0.009 0.01 0.007 0.006 0.002 0 0 0.002 0.004 0.001 0 0.003 0.004 0.007 0.002 0 0 0 0 0 0 0 0 0 0 0
3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.004 0 0 0 0 0 0 0.003 0.01 0.007 0.011 0.007 0 0 0 0.002 0.011 0.007 0.007 0.015 0.01 0.009 0 0 0.004 0.004 0.011 0.01 0.011 0.009 0.011 0.002 0 0 0.004 0.01 0.009 0.009 0.007 0.012 0.009 0.002 0 0 0 0 0.008 0.015 0.013 0.006 0.016 0.01 0 0 0 0 0 0.003 0.007 0.014 0.007 0.005 0.001 0 0 0 0 0 0 0.001 0.002 0 0 0 0 0 0 0 0 0 0 0 0
3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.004 0.004 0.003 0 0 0 0 0 0.005 0.001 0.016 0.007 0.006 0 0 0 0.002 0.009 0.019 0.007 0.008 0.018 0.012 0.001 0.001 0.008 0.01 0.013 0.008 0.011 0.013 0.007 0.003 0 0 0.003 0.008 0.014 0.014 0.016 0.009 0.008 0.002 0 0 0 0.004 0.008 0.01 0.01 0.01 0.01 0.004 0.001 0 0 0 0 0.005 0.009 0.009 0.014 0.012 0.001 0 0 0 0 0 0 0.003 0.002 0.003 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0.002 0.007 0.007 0.001 0 0 0 0 0 0.006 0.016 0.012 0.011 0.011 0.006 0.001 0 0 0.007 0.01 0.013 0.007 0.008 0.012 0.012 0.007 0 0.001 0.008 0.006 0.002 0 0 0.002 0.006 0.007 0.002 0.002 0.013 0.012 0 0 0 0 0.008 0.007 0.004 0.001 0.013 0.009 0 0 0 0 0.008 0.011 0.001 0.005 0.009 0.009 0.006 0 0 0.003 0.01 0.01 0.003 0 0.01 0.008 0.01 0.004 0.011 0.009 0.012 0.011 0 0 0.001 0.011 0.008 0.004 0.007 0.012 0.01 0.001 0 0 0 0 0.002 0.004 0.004 0.004 0 0 0
1 0 0 0 0.003 0.004 0.001 0.001 0 0 0 0 0 0.009 0.011 0.008 0.007 0.009 0.008 0.001 0 0 0.007 0.014 0.011 0.01 0.009 0.009 0.01 0.008 0 0.002 0.01 0.01 0.004 0 0 0.001 0.007 0.015 0.002 0.009 0.014 0.006 0 0 0 0 0.011 0.008 0.003 0.005 0.009 0.008 0 0 0 0 0.006 0.011 0.006 0.003 0.012 0.005 0.006 0 0 0.004 0.003 0.017 0.001 0 0.007 0.014 0.01 0.008 0.006 0.012 0.016 0.008 0 0 0 0.01 0.006 0.009 0.004 0.012 0.005 0 0 0 0 0 0 0.004 0 0.001 0 0 0
3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002 0.002 0.001 0 0 0 0 0 0.002 0.009 0.01 0.014 0.011 0 0 0 0.003 0.01 0.009 0.012 0.009 0.007 0.006 0 0 0.003 0.01 0.01 0.005 0.009 0.018 0.009 0.002 0 0.001 0.006 0.009 0.006 0.01 0.01 0.012 0.008 0.001 0 0 0 0.002 0.005 0.008 0.014 0.008 0.008 0.005 0 0 0 0 0.001 0.004 0.011 0.008 0.006 0.011 0 0 0 0 0 0 0 0.001 0 0.002 0 0 0 0 0 0 0 0 0 0 0
2 0 0 0 0 0 0 0 0 0 0 0 0.002 0.002 0.003 0.003 0.002 0.001 0.002 0 0 0 0.002 0.007 0.015 0.008 0.009 0.006 0.013 0.004 0 0 0.001 0.01 0.014 0.013 0.011 0.01 0.016 0.005 0 0 0.001 0.009 0.01 0.014 0.012 0.004 0.003 0.001 0 0 0.005 0.008 0.012 0.008 0.014 0.007 0.005 0.001 0 0 0.001 0.007 0.007 0.01 0.009 0.007 0.013 0.001 0 0 0.002 0.009 0.012 0.007 0.008 0.015 0.012 0.002 0 0 0 0 0.001 0.003 0.002 0.003 0.001 0 0 0 0 0 0 0 0 0 0 0 0
2 0 0 0 0 0 0 0 0 0 0 0 0.005 0.007 0.004 0.003 0.009 0.009 0.008 0.002 0 0 0.005 0.009 0.013 0.013 0.013 0.012 0.01 0.005 0 0 0.007 0.006 0.008 0.013 0.009 0.008 0.01 0.004 0 0 0.003 0.009 0.011 0.006 0.004 0.008 0.011 0.012 0 0 0.008 0.008 0.009 0.007 0.009 0.007 0.006 0.003 0 0 0.006 0.007 0.011 0.01 0.011 0.013 0.006 0.007 0 0 0.004 0.009 0.012 0.009 0.006 0.005 0.008 0.005 0 0 0.004 0.003 0.005 0.014 0.006 0.005 0.005 0.004 0 0 0 0 0 0 0 0 0 0 0
3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002 0.001 0.003 0 0 0 0 0 0.003 0.008 0.012 0.01 0.014 0 0 0 0.003 0.006 0.01 0.008 0.009 0.009 0.012 0.002 0 0.005 0.008 0.006 0.007 0.009 0.005 0.007 0.002 0 0.001 0.003 0.006 0.007 0.01 0.01 0.008 0.015 0.005 0 0 0 0 0.008 0.008 0.014 0.005 0.007 0.008 0.001 0 0 0 0 0.004 0.005 0.011 0.005 0.016 0.002 0 0 0 0 0 0 0.004 0.004 0.002 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0.006 0.008 0.004 0.003 0.002 0 0 0 0.001 0.013 0.012 0.01 0.011 0.009 0.011 0.002 0 0 0.005 0.015 0.008 0.007 0.012 0.007 0.008 0.008 0.001 0.001 0.01 0.009 0.005 0 0 0.001 0.012 0.015 0.003 0.007 0.01 0.008 0 0 0 0 0.005 0.01 0.008 0.003 0.009 0.005 0 0 0 0 0.01 0.011 0.005 0.006 0.014 0.011 0.004 0 0 0.002 0.007 0.01 0.002 0.001 0.012 0.008 0.01 0.007 0.005 0.011 0.011 0.011 0 0 0.001 0.006 0.008 0.011 0.007 0.008 0.006 0.002 0 0 0 0 0.003 0.008 0.008 0.001 0 0 0
1 0 0 0.001 0.003 0.011 0.005 0.005 0 0 0 0 0.002 0.011 0.009 0.01 0.011 0.011 0.009 0 0 0 0.01 0.012 0.006 0.005 0.005 0.014 0.011 0.006 0.001 0.002 0.008 0.009 0.002 0 0 0.002 0.007 0.009 0.006 0.007 0.003 0.004 0 0 0 0 0.007 0.011 0.008 0.01 0.011 0.009 0 0 0 0 0.008 0.012 0.008 0.01 0.012 0.011 0.001 0 0 0.003 0.014 0.01 0.007 0 0.007 0.015 0.009 0.005 0.008 0.004 0.007 0.009 0 0 0.007 0.01 0.009 0.01 0.004 0.011 0.011 0.002 0 0 0 0 0.003 0.012 0.008 0.007 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0.003 0.006 0.01 0.01 0.007 0.004 0 0 0 0.002 0.012 0.015 0.009 0.008 0.007 0.01 0.004 0 0 0.007 0.008 0.007 0.002 0.003 0.009 0.005 0.01 0 0 0.005 0.009 0 0 0 0 0.01 0.01 0 0 0.015 0.008 0.001 0 0 0 0.02 0.011 0 0 0.004 0.012 0.003 0.001 0.002 0.004 0.01 0.006 0 0 0.001 0.011 0.008 0.014 0.012 0.007 0.014 0 0 0 0 0.001 0.004 0.01 0.011 0.008 0.004 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0.004 0.004 0.009 0.001 0.001 0 0 0 0.001 0.013 0.008 0.013 0.008 0.007 0.007 0 0 0 0.005 0.012 0.007 0.001 0.002 0.004 0.009 0.004 0 0 0.008 0.009 0.003 0 0 0 0.007 0.007 0 0 0.008 0.01 0.001 0 0 0.001 0.008 0.006 0 0 0.005 0.009 0.011 0.002 0.002 0.005 0.011 0.003 0 0 0 0.005 0.01 0.01 0.007 0.011 0.007 0 0 0 0 0 0.007 0.004 0.012 0.002 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0 0 0 0 0 0 0 0 0 0 0 0.006 0.004 0.007 0.003 0.006 0.009 0.008 0.005 0 0 0.003 0.009 0.01 0.011 0.01 0.009 0.011 0.007 0 0 0.004 0.014 0.015 0.019 0.007 0.007 0.008 0.004 0 0 0.009 0.011 0.007 0.009 0.006 0.012 0.007 0.007 0 0 0.01 0.008 0.012 0.01 0.005 0.007 0.009 0.011 0 0 0.001 0.009 0.011 0.011 0.012 0.009 0.011 0.011 0 0 0.009 0.008 0.01 0.012 0.009 0.005 0.007 0.005 0 0 0.006 0.007 0.008 0.008 0.006 0.006 0.009 0.011 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0.001 0.01 0.003 0 0 0 0 0 0 0.007 0.013 0.013 0.009 0.006 0.009 0 0 0 0.004 0.008 0.016 0.012 0.008 0.014 0.014 0.005 0 0.004 0.008 0.007 0.003 0 0 0.003 0.009 0.008 0 0.006 0.012 0.02 0 0 0 0 0.006 0.005 0.003 0.006 0.004 0.004 0 0 0 0 0.004 0.016 0.003 0.001 0.011 0.017 0.001 0 0 0.008 0.009 0.011 0.001 0 0.003 0.012 0.011 0.007 0.007 0.01 0.004 0.005 0 0 0 0.011 0.01 0.008 0.016 0.01 0.007 0 0 0 0 0 0 0.001 0.003 0.002 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0.009 0.009 0.005 0.002 0 0 0 0 0 0.009 0.006 0.01 0.007 0.016 0.007 0 0 0 0.006 0.01 0.011 0.001 0.002 0.005 0.014 0.007 0 0 0.011 0.014 0.002 0 0 0.001 0.006 0.004 0 0 0.013 0.01 0.001 0 0 0.002 0.009 0.008 0 0 0.01 0.006 0.013 0 0 0.006 0.007 0.007 0 0 0 0.005 0.014 0.007 0.005 0.009 0.007 0 0 0 0 0.001 0.005 0.01 0.011 0.002 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0 0 0 0 0 0 0 0 0 0 0 0.009 0.007 0.007 0.005 0.011 0.006 0.01 0.005 0 0 0.007 0.007 0.012 0.008 0.008 0.01 0.015 0.013 0 0 0.008 0.013 0.011 0.007 0.011 0.011 0.011 0.012 0 0 0.009 0.005 0.007 0.013 0.005 0.011 0.011 0.01 0 0 0.01 0.014 0.009 0.012 0.007 0.009 0.009 0.01 0 0 0.013 0.011 0.006 0.016 0.009 0.008 0.013 0.014 0 0 0.007 0.012 0.01 0.005 0.008 0.013 0.004 0.007 0 0 0.007 0.012 0.01 0.01 0.007 0.012 0.013 0.009 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0.001 0.002 0 0 0 0 0 0 0.003 0.006 0.01 0.015 0.006 0.006 0 0 0 0.001 0.01 0.015 0.005 0.014 0.009 0.01 0.002 0 0 0.009 0.008 0.004 0.001 0 0.006 0.012 0.007 0 0.001 0.01 0.012 0 0 0 0.001 0.008 0.011 0 0.003 0.011 0.007 0 0 0 0.001 0.011 0.008 0 0 0.005 0.009 0.01 0 0 0.009 0.012 0.012 0 0 0.004 0.007 0.007 0.007 0.011 0.013 0.016 0.002 0 0 0 0.001 0.007 0.01 0.007 0.003 0.004 0 0 0 0 0 0 0 0 0 0 0 0
3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.003 0.005 0.002 0 0 0 0 0 0.008 0.01 0.007 0.01 0.008 0.001 0 0 0.003 0.007 0.008 0.011 0.012 0.018 0.007 0.002 0.002 0.005 0.007 0.008 0.016 0.017 0.007 0.007 0 0 0 0.008 0.013 0.012 0.009 0.009 0.006 0.011 0.004 0 0 0 0.003 0.006 0.009 0.006 0.011 0.013 0.006 0.002 0 0 0 0 0.003 0.01 0.015 0.008 0.013 0.001 0 0 0 0 0 0.001 0.004 0.002 0.002 0 0 0 0 0 0 0 0 0 0 0
2 0 0 0 0 0 0 0 0 0 0 0 0 0.002 0.001 0.007 0.003 0.002 0.002 0 0 0 0.001 0.009 0.011 0.014 0.007 0.005 0.006 0.003 0 0 0.002 0.007 0.01 0.015 0.009 0.016 0.013 0.003 0 0 0.001 0.011 0.009 0.007 0.011 0.007 0.008 0.002 0 0 0 0.007 0.01 0.007 0.012 0.01 0.009 0.002 0 0 0.001 0.009 0.009 0.011 0.012 0.014 0.009 0.002 0 0 0.003 0.008 0.012 0.009 0.019 0.005 0.014 0 0 0 0.001 0.001 0.001 0.001 0.003 0 0.001 0 0 0 0 0 0 0 0 0 0 0 0
2 0 0 0 0 0 0 0 0 0 0 0 0.009 0.015 0.008 0.004 0.01 0.007 0.005 0.01 0 0 0.008 0.012 0.012 0.007 0.008 0.009 0.008 0.012 0 0 0.008 0.009 0.009 0.009 0.005 0.01 0.009 0.01 0 0 0.008 0.013 0.004 0.008 0.01 0.009 0.016 0.003 0 0 0.005 0.011 0.009 0.01 0.01 0.013 0.008 0.009 0 0 0.008 0.008 0.011 0.009 0.009 0.006 0.011 0.009 0 0 0.015 0.008 0.011 0.014 0.008 0.01 0.017 0.012 0 0 0.008 0.008 0.01 0.014 0.004 0.008 0.008 0.004 0 0 0 0 0 0 0 0 0 0 0
3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002 0.001 0.002 0 0 0 0 0.001 0.003 0.01 0.012 0.007 0.013 0.007 0 0 0 0.009 0.007 0.012 0.009 0.01 0.005 0.003 0.001 0.008 0.007 0.007 0.014 0.012 0.007 0.008 0 0 0.001 0.004 0.006 0.012 0.009 0.009 0.011 0.011 0.003 0 0 0 0.007 0.006 0.009 0.011 0.01 0.01 0.014 0.001 0 0 0 0 0.004 0.011 0.015 0.013 0.013 0.004 0 0 0 0 0 0 0.002 0.005 0.002 0 0 0 0 0 0 0 0 0 0 0
2 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001 0.001 0.001 0 0 0.001 0 0 0.002 0.01 0.006 0.014 0.012 0.01 0.017 0.003 0 0 0 0.01 0.007 0.014 0.009 0.004 0.008 0.001 0 0 0.002 0.008 0.012 0.016 0.009 0.007 0.013 0.003 0 0 0.001 0.007 0.009 0.012 0.009 0.008 0.01 0.005 0 0 0.001 0.008 0.008 0.011 0.009 0.01 0.014 0.004 0 0 0 0.011 0.012 0.012 0.013 0.008 0.005 0.003 0 0 0.001 0.001 0 0.001 0.001 0.002 0.002 0 0 0 0 0 0 0 0 0 0 0 0
2 0 0 0 0 0 0 0 0 0 0 0 0.001 0.004 0.005 0.004 0.003 0.001 0.003 0.001 0 0 0.002 0.009 0.012 0.016 0.01 0.007 0.005 0.003 0 0 0.001 0.012 0.011 0.008 0.012 0.012 0.009 0.004 0 0 0.004 0.008 0.007 0.014 0.011 0.007 0.011 0.002 0 0 0.004 0.016 0.006 0.006 0.011 0.017 0.006 0.006 0 0 0.006 0.01 0.004 0.009 0.009 0.01 0.011 0.001 0 0 0.007 0.012 0.013 0.006 0.01 0.008 0.009 0.002 0 0 0 0.007 0.002 0.001 0.006 0.004 0.001 0 0 0 0 0 0 0 0 0 0 0 0
